forwarder,myerson
1,7942.0
10,4038.0
13,4204.0
49,2636.0
17,2565.0
21,10257.0
25,6684.0
30,4135.0
31,3267.0
33,10876.0
38,3020.0
39,7293.0
44,1581.5
45,4829.5
2,1848.0000000000005
3,7286.500000000003
47,7288.0
4,4987.499999999998
5,6969.000000000001
8,5171.0
